001345,0
001349,0
001349,0
001392,0
001392,0
001393,0
001427,0
001427,0
001488,0
001488,0
001488,0
002087,70
003367,38
003851,129
004778,38
005127,129
005761,129
005937,129
006030,38
006102,129
007672,32
007969,65
008463,83
008618,70
008785,38
008996,68
009269,38
009485,83
009665,32
009916,65
010463,70
010785,71
010994,83
011262,68
011521,83
011759,32
012045,65
012427,83
012545,68
012824,71
012856,38
013070,70
013338,38
013542,65
013798,32
014085,83
014641,68
015045,83
015288,65
015474,83
015731,70
015871,39
016189,83
016301,65
016657,83
016932,71
016937,38
017198,70
017432,38
017660,70
017871,32
018149,65
018560,83
018643,65
019226,70
019553,83
019913,37
020085,65
020314,83
020707,65
020830,83
020926,71
021023,38
021059,32
021293,70
021509,38
021743,65
022336,83
022586,65
022887,83
023023,32
023193,70
023852,65
024012,39
024414,83
024952,65
025141,71
025175,38
025449,70
025658,38
025877,70
026111,32
026355,65
026635,0
026862,0
026951,83
027151,0
027468,68
027773,68
028038,68
028078,37
028490,70
029005,83
029128,65
029196,71
029219,38
029531,83
029693,38
030036,68
030283,38
030530,70
030795,38
031282,38
031798,38
032275,32
032623,68
033082,68
033243,32
033373,68
033716,37
033852,68
033953,39
034116,68
034327,32
034811,68
035361,32
035644,83
035750,38
036138,65
036350,32
036472,38
036689,83
036998,38
037281,38
037311,83
037416,32
037521,83
038030,68
038067,38
038288,83
038413,32
038859,65
039312,70
039359,39
039671,38
039706,70
040064,38
040231,83
040517,32
040546,38
040772,65
041029,38
041195,83
041288,38
041525,32
041544,68
041860,38
041975,83
042116,38
042149,83
042296,65
042565,32
042863,38
042902,83
043169,37
043235,70
043679,32
043818,68
044039,38
044341,83
044553,32
044635,38
044820,65
045194,38
045419,38
045464,83
045568,32
045695,68
045969,38
046137,83
046167,71
046231,38
046314,65
046603,32
046962,38
047164,70
048275,38
048745,71
048764,38
049007,65
049270,38
049476,83
049502,38
049725,83
050069,38
050351,38
050425,68
050632,83
051361,65
051876,38
052075,83
052582,68
052779,71
052843,38
053082,83
053566,65
053642,38
053818,83
054229,38
054332,68
054516,38
054522,83
055139,32
055307,70
055393,38
055460,40
056164,65
056356,32
056631,83
056971,38
057014,71
057215,68
057380,32
057486,38
057655,83
057783,38
057982,65
058034,71
058439,83
058458,32
058546,38
058734,68
058935,71
059451,32
059513,83
060148,38
060234,65
060441,32
060585,38
060732,65
061016,37
061081,38
061264,65
061503,32
061609,38
061727,39
061748,65
061878,38
062024,65
062245,32
062529,37
062568,65
062595,38
062864,65
063051,39
063211,39
063391,38
063596,39
064122,39
064597,39
065082,39
066199,38
066674,38
069302,38
069343,37
070291,38
071301,39
